* 27Al energy loss (dE/dX) in B
* apply ZOOM for details
*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
165.000000	0.163767  	165.000000	0.168808  	165.000000	0.168528  	165.000000	0.167347  	165.000000	0.168532  	165.000000	0.168758  	165.000000	4.91438e-05	
170.000000	0.160605  	170.000000	0.165464  	170.000000	0.16519   	170.000000	0.164     	170.000000	0.165192  	170.000000	0.165417  	170.000000	4.78153e-05	
175.000000	0.157613  	175.000000	0.162305  	175.000000	0.162035  	175.000000	0.160836  	175.000000	0.162035  	175.000000	0.162258  	175.000000	4.65593e-05	
180.000000	0.154777  	180.000000	0.159314  	180.000000	0.159048  	180.000000	0.157842  	180.000000	0.159047  	180.000000	0.159269  	180.000000	4.53702e-05	
185.000000	0.152086  	185.000000	0.156479  	185.000000	0.156218  	185.000000	0.155004  	185.000000	0.156212  	185.000000	0.156435  	185.000000	4.42425e-05	
190.000000	0.149527  	190.000000	0.153788  	190.000000	0.153532  	190.000000	0.15231   	190.000000	0.153522  	190.000000	0.153745  	190.000000	4.31716e-05	
195.000000	0.147092  	195.000000	0.151229  	195.000000	0.150971  	195.000000	0.149749  	195.000000	0.150965  	195.000000	0.151187  	195.000000	4.21533e-05	
200.000000	0.144771  	200.000000	0.148795  	200.000000	0.148528  	200.000000	0.147312  	200.000000	0.148529  	200.000000	0.148753  	200.000000	4.11837e-05	
210.000000	0.140443  	210.000000	0.144261  	210.000000	0.143999  	210.000000	0.142776  	210.000000	0.143996  	210.000000	0.144222  	210.000000	3.93772e-05	
220.000000	0.136487  	220.000000	0.140127  	220.000000	0.139856  	220.000000	0.13864   	220.000000	0.13986   	220.000000	0.140089  	220.000000	3.7728e-05	
230.000000	0.132856  	230.000000	0.136342  	230.000000	0.136075  	230.000000	0.134854  	230.000000	0.136074  	230.000000	0.136305  	230.000000	3.62163e-05	
240.000000	0.129511  	240.000000	0.132863  	240.000000	0.132592  	240.000000	0.131376  	240.000000	0.132594  	240.000000	0.132828  	240.000000	3.48253e-05	
250.000000	0.126421  	250.000000	0.129655  	250.000000	0.129386  	250.000000	0.128171  	250.000000	0.129386  	250.000000	0.129622  	250.000000	3.35409e-05	
260.000000	0.123556  	260.000000	0.126688  	260.000000	0.126424  	260.000000	0.125207  	260.000000	0.126418  	260.000000	0.126656  	260.000000	3.23512e-05	
270.000000	0.120893  	270.000000	0.123936  	270.000000	0.123665  	270.000000	0.122459  	270.000000	0.123667  	270.000000	0.123905  	270.000000	3.12461e-05	
280.000000	0.118412  	280.000000	0.121376  	280.000000	0.121103  	280.000000	0.119905  	280.000000	0.121107  	280.000000	0.121346  	280.000000	3.02166e-05	
290.000000	0.116094  	290.000000	0.11899   	290.000000	0.118725  	290.000000	0.117524  	290.000000	0.118723  	290.000000	0.118961  	290.000000	2.92551e-05	
300.000000	0.113924  	300.000000	0.11676   	300.000000	0.1165    	300.000000	0.115301  	300.000000	0.116495  	300.000000	0.116732  	300.000000	2.83552e-05	
310.000000	0.111889  	310.000000	0.114672  	310.000000	0.11441   	310.000000	0.11322   	310.000000	0.114409  	310.000000	0.114644  	310.000000	2.75109e-05	
320.000000	0.109975  	320.000000	0.112713  	320.000000	0.112452  	320.000000	0.111269  	320.000000	0.112453  	320.000000	0.112686  	320.000000	2.67172e-05	
330.000000	0.108174  	330.000000	0.110871  	330.000000	0.110613  	330.000000	0.109436  	330.000000	0.110614  	330.000000	0.110845  	330.000000	2.59696e-05	
340.000000	0.106474  	340.000000	0.109137  	340.000000	0.10888   	340.000000	0.10771   	340.000000	0.108884  	340.000000	0.109112  	340.000000	2.52642e-05	
350.000000	0.104869  	350.000000	0.107502  	350.000000	0.107247  	350.000000	0.106084  	350.000000	0.107252  	350.000000	0.107477  	350.000000	2.45975e-05	
360.000000	0.10335   	360.000000	0.105957  	360.000000	0.105709  	360.000000	0.104548  	360.000000	0.105712  	360.000000	0.105933  	360.000000	2.39663e-05	
370.000000	0.101911  	370.000000	0.104495  	370.000000	0.104259  	370.000000	0.103096  	370.000000	0.104256  	370.000000	0.104472  	370.000000	2.33678e-05	
380.000000	0.100545  	380.000000	0.103111  	380.000000	0.102882  	380.000000	0.101722  	380.000000	0.102876  	380.000000	0.103088  	380.000000	2.27996e-05	
390.000000	0.0992484 	390.000000	0.101798  	390.000000	0.101572  	390.000000	0.100419  	390.000000	0.101568  	390.000000	0.101776  	390.000000	2.22593e-05	
400.000000	0.0980151 	400.000000	0.100551  	400.000000	0.100329  	400.000000	0.0991818 	400.000000	0.100327  	400.000000	0.10053   	400.000000	2.17449e-05	
410.000000	0.0968409 	410.000000	0.099366  	410.000000	0.0991493 	410.000000	0.0980065 	410.000000	0.0991462 	410.000000	0.0993447 	410.000000	2.12547e-05	
420.000000	0.0957218 	420.000000	0.0982378 	420.000000	0.0980264 	420.000000	0.0968883 	420.000000	0.0980233 	420.000000	0.098217  	420.000000	2.07868e-05	
430.000000	0.0946542 	430.000000	0.097163  	430.000000	0.0969567 	430.000000	0.0958234 	430.000000	0.0969543 	430.000000	0.0971426 	430.000000	2.03398e-05	
440.000000	0.0936347 	440.000000	0.0961379 	440.000000	0.0959301 	440.000000	0.0948015 	440.000000	0.0959279 	440.000000	0.096118  	440.000000	1.99123e-05	
450.000000	0.0926603 	450.000000	0.0951594 	450.000000	0.0949464 	450.000000	0.0938221 	450.000000	0.094944  	450.000000	0.0951399 	450.000000	1.9503e-05	
460.000000	0.0917281 	460.000000	0.0942245 	460.000000	0.0940068 	460.000000	0.0928868 	460.000000	0.0940046 	460.000000	0.0942054 	460.000000	1.91108e-05	
470.000000	0.0908357 	470.000000	0.0933305 	470.000000	0.0931086 	470.000000	0.0919927 	470.000000	0.0931068 	470.000000	0.0933118 	470.000000	1.87347e-05	
480.000000	0.0899806 	480.000000	0.092475  	480.000000	0.0922493 	480.000000	0.0911374 	480.000000	0.0922472 	480.000000	0.0924566 	480.000000	1.83735e-05	
490.000000	0.0891608 	490.000000	0.0916555 	490.000000	0.0914265 	490.000000	0.0903185 	490.000000	0.0914242 	490.000000	0.0916375 	490.000000	1.80266e-05	
500.000000	0.0883741 	500.000000	0.0908702 	500.000000	0.0906381 	500.000000	0.0895339 	500.000000	0.0906359 	500.000000	0.0908525 	500.000000	1.76929e-05	
520.000000	0.086893  	520.000000	0.0893939 	520.000000	0.0891567 	520.000000	0.0880597 	520.000000	0.0891544 	520.000000	0.0893768 	520.000000	1.70626e-05	
540.000000	0.0855241 	540.000000	0.0880322 	540.000000	0.087791  	540.000000	0.0867007 	540.000000	0.0877882 	540.000000	0.0880157 	540.000000	1.64772e-05	
